(0.0, 3703)
(0.07692307692307693, 1)
(0.09090909090909091, 1)
(0.1, 1)
(0.1111111111111111, 5)
(0.125, 14)
(0.14285714285714285, 23)
(0.16666666666666666, 68)
(0.18181818181818182, 3)
(0.2, 128)
(0.20833333333333334, 1)
(0.21428571428571427, 2)
(0.2222222222222222, 13)
(0.23076923076923078, 3)
(0.25, 395)
(0.26666666666666666, 2)
(0.2727272727272727, 7)
(0.2857142857142857, 82)
(0.3, 20)
(0.3076923076923077, 6)
(0.3125, 2)
(0.3181818181818182, 1)
(0.3333333333333333, 1269)
(0.35294117647058826, 1)
(0.35714285714285715, 9)
(0.36363636363636365, 13)
(0.3684210526315789, 3)
(0.375, 63)
(0.38461538461538464, 10)
(0.391304347826087, 1)
(0.4, 324)
(0.4090909090909091, 1)
(0.4117647058823529, 2)
(0.4166666666666667, 22)
(0.42105263157894735, 3)
(0.42857142857142855, 123)
(0.43478260869565216, 1)
(0.4375, 4)
(0.4444444444444444, 65)
(0.45, 1)
(0.45454545454545453, 30)
(0.46153846153846156, 16)
(0.4666666666666667, 8)
(0.47058823529411764, 2)
(0.47619047619047616, 3)
(0.5, 1091)
(0.5238095238095238, 1)
(0.5263157894736842, 2)
(0.5294117647058824, 6)
(0.5333333333333333, 7)
(0.5384615384615384, 16)
(0.5454545454545454, 34)
(0.55, 6)
(0.5555555555555556, 82)
(0.56, 1)
(0.5625, 12)
(0.5641025641025641, 1)
(0.5652173913043478, 2)
(0.5714285714285714, 185)
(0.5789473684210527, 4)
(0.5833333333333334, 22)
(0.5882352941176471, 6)
(0.6, 553)
(0.6052631578947368, 1)
(0.6060606060606061, 1)
(0.6086956521739131, 4)
(0.6111111111111112, 6)
(0.6153846153846154, 24)
(0.6190476190476191, 1)
(0.6206896551724138, 1)
(0.625, 133)
(0.631578947368421, 3)
(0.6363636363636364, 46)
(0.64, 3)
(0.6428571428571429, 17)
(0.6470588235294118, 7)
(0.65, 4)
(0.6521739130434783, 2)
(0.6538461538461539, 2)
(0.6666666666666666, 733)
(0.6764705882352942, 1)
(0.68, 2)
(0.6818181818181818, 2)
(0.6842105263157895, 7)
(0.6875, 13)
(0.6896551724137931, 1)
(0.6923076923076923, 26)
(0.6956521739130435, 1)
(0.696969696969697, 1)
(0.7, 78)
(0.7058823529411765, 9)
(0.7083333333333334, 5)
(0.7142857142857143, 251)
(0.72, 1)
(0.7222222222222222, 7)
(0.7241379310344828, 2)
(0.7272727272727273, 76)
(0.7307692307692307, 2)
(0.7333333333333333, 17)
(0.7368421052631579, 7)
(0.7391304347826086, 3)
(0.7407407407407407, 1)
(0.75, 423)
(0.7575757575757576, 1)
(0.76, 2)
(0.7619047619047619, 3)
(0.7647058823529411, 16)
(0.7692307692307693, 55)
(0.7714285714285715, 1)
(0.7727272727272727, 2)
(0.7741935483870968, 1)
(0.7777777777777778, 132)
(0.782608695652174, 4)
(0.7857142857142857, 57)
(0.7894736842105263, 18)
(0.7916666666666666, 1)
(0.7924528301886793, 1)
(0.7931034482758621, 2)
(0.8, 238)
(0.8055555555555556, 1)
(0.8064516129032258, 4)
(0.8095238095238095, 7)
(0.8125, 29)
(0.8181818181818182, 89)
(0.8214285714285714, 1)
(0.8235294117647058, 22)
(0.8260869565217391, 5)
(0.8275862068965517, 2)
(0.8285714285714286, 1)
(0.8292682926829268, 1)
(0.8333333333333334, 160)
(0.8378378378378378, 1)
(0.84, 1)
(0.8409090909090909, 1)
(0.8421052631578947, 18)
(0.8461538461538461, 61)
(0.85, 19)
(0.8518518518518519, 1)
(0.8529411764705882, 1)
(0.8536585365853658, 1)
(0.8571428571428571, 104)
(0.8620689655172413, 1)
(0.8636363636363636, 9)
(0.8666666666666667, 41)
(0.868421052631579, 1)
(0.8695652173913043, 8)
(0.8709677419354839, 2)
(0.875, 55)
(0.8780487804878049, 2)
(0.88, 7)
(0.8823529411764706, 25)
(0.8846153846153846, 4)
(0.8857142857142857, 1)
(0.8863636363636364, 1)
(0.8888888888888888, 30)
(0.8913043478260869, 1)
(0.8918918918918919, 1)
(0.8928571428571429, 6)
(0.8947368421052632, 20)
(0.8958333333333334, 1)
(0.896551724137931, 6)
(0.8974358974358975, 1)
(0.9, 24)
(0.9032258064516129, 4)
(0.9047619047619048, 6)
(0.90625, 2)
(0.9090909090909091, 15)
(0.9117647058823529, 1)
(0.9130434782608695, 2)
(0.9166666666666666, 8)
(0.918918918918919, 3)
(0.92, 3)
(0.9230769230769231, 2)
(0.925, 1)
(0.9259259259259259, 2)
(0.9285714285714286, 1)
(0.9298245614035088, 1)
(0.9302325581395349, 1)
(0.9310344827586207, 1)
(0.9333333333333333, 1)
(0.9375, 1)
(0.9433962264150944, 1)
(0.9444444444444444, 2)
(0.9523809523809523, 2)
(0.9565217391304348, 1)
(1.0, 6833)
